run_id,name,epoch,test_rmse,test_score,val_score_best,lr,n_s,n_v,noH,arch,seed,radius,dataset,features,geometry,splitter,sum_mode,dropout_p,invariant,graph_mode,train_frac,graph_method,weight_decay,max_neighbors,n_conv_layers,target_column,classification,embedding_specs,distance_emb_dim,internal_weights
j7wjvzo8,cv10-tmSCO-LUMO-inv-noH-ns32-d32-l3-vector-node,385,0.04121200936942804,0.026196867705054906,0.027148317568062165,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_4_test_indices.npy,node,0.05,True,vector,0.8,torchchem_v1,1e-05,25,3,LUMO,,,32,
ydtkcf1d,cv10-tmSCO-LUMO-inv-noH-ns32-d32-l3-vector-node,512,0.03668928999697046,0.022337336858556475,0.02412316731800424,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_3_test_indices.npy,node,0.05,True,vector,0.8,torchchem_v1,1e-05,25,3,LUMO,,,32,
rfrx2jhe,cv10-tmSCO-LUMO-inv-noH-ns32-d32-l3-vector-node,508,0.04277585460373838,0.0255737832174135,0.025052853220323083,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_2_test_indices.npy,node,0.05,True,vector,0.8,torchchem_v1,1e-05,25,3,LUMO,,,32,
1stw0s7s,cv10-tmSCO-LUMO-inv-noH-ns32-d32-l3-vector-node,365,0.04207320680857454,0.02484863907505045,0.02356718066877484,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_1_test_indices.npy,node,0.05,True,vector,0.8,torchchem_v1,1e-05,25,3,LUMO,,,32,
s3lyrci6,cv10-tmSCO-LUMO-inv-noH-ns32-d32-l3-vector-node,512,0.04547653704088408,0.02978900348356202,0.029114620728299075,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_0_test_indices.npy,node,0.05,True,vector,0.798,torchchem_v1,1e-05,25,3,LUMO,,,32,
b2fooufg,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,196,0.0446047187504654,0.03062959335795732,0.027175080866114185,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_9_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
kdryp43a,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,227,0.05653288162850228,0.036633703949830586,0.02573001975987224,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_8_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
qw7cerb2,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,175,0.05924079916656436,0.04295036459255886,0.031589420281386865,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_7_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
weunq6lx,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,328,0.0524750266388553,0.0350776961311377,0.025096000622731814,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_6_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
5uhvss30,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,225,0.05035666440233688,0.03263373816945856,0.026641437303145898,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_5_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
mct6luur,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,512,0.038457893303512215,0.025646654441660588,0.029631637963662253,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_4_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
hpgmwb0v,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,224,0.040863297002951375,0.02733106088157341,0.027772627083813076,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_3_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
eyhuwn7t,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,369,0.03860837537011283,0.026191491806747475,0.028730035615217864,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_2_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
d6ze8bwn,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,238,0.04877750431124289,0.035166544449442554,0.02468395450205087,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_1_test_indices.npy,both,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,LUMO,,,32,
ub9yfmfg,cv10-tmSCO-LUMO-inv-noH-ns16-d32-l3-vector_masked-both,264,0.04225457592206205,0.029988024015180186,0.02899339783528646,0.001,16,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_0_test_indices.npy,both,0.1,True,vector_masked,0.798,torchchem_v1,1e-05,10,3,LUMO,,,32,
smvao5hw,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,440,0.040950813952659655,0.023201358765573384,0.02096523093320193,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_9_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
acko2lfc,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,512,0.050633173709911265,0.031012572922373405,0.024530687280031407,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_7_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
3hq2jv7q,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,427,0.04332618599179304,0.026434148044020864,0.02223786830704275,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_8_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
b9bs008x,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,505,0.0476293515283277,0.025557235650662095,0.022330444129550184,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_6_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
xy6pox20,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,172,0.039377733230656166,0.02599972797197635,0.026300294253083795,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_5_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
rll16s1b,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,408,0.04051681315130018,0.02442571726983219,0.023869693447234004,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_4_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
vsrzugkz,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,512,0.035548988829213465,0.021527695507843503,0.02203217020905469,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_3_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
wl0hmb5i,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,512,0.03620919611893276,0.020208585419456863,0.02563568163043519,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_2_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
87v4mlma,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,239,0.04503054591260835,0.02756808630751,0.02472044253019704,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_1_test_indices.npy,node,0.1,True,energy,0.8,torchchem_v1,1e-05,25,2,HOMO,,,64,
paaeda3b,cv10-tmSCO-HOMO-inv-noH-ns64-d64-l2-energy-node,237,0.04956030529752225,0.03221844096428186,0.023783492844606766,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_0_test_indices.npy,node,0.1,True,energy,0.798,torchchem_v1,1e-05,25,2,HOMO,,,64,
9bq439l5,cv10-tmSCO-HOMO-inv-noH-ns64-d48-l3-vector_masked-node,308,0.03946710180829726,0.023952258937138628,0.019760143735498052,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_9_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,,,48,
8nynu27z,cv10-tmSCO-HOMO-inv-noH-ns64-d48-l3-vector_masked-node,252,0.0511671619697308,0.03351089645161343,0.022950469208963507,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_8_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,,,48,
0eobr4qq,cv10-tmSCO-HOMO-inv-noH-ns64-d48-l3-vector_masked-node,399,0.05202363149758585,0.031760527497566464,0.02416876019643929,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_7_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,,,48,
pdhqxmz5,cv10-tmSCO-HOMO-inv-noH-ns64-d48-l3-vector_masked-node,512,0.05716111539211421,0.02855152485772342,0.02076567233308283,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_6_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,,,48,
3nypfrgv,cv10-tmSCO-HOMO-inv-noH-ns64-d48-l3-vector_masked-node,383,0.03810103932679501,0.02347840655983785,0.02388622243733534,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_4_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,,,48,
imkj226g,cv10-tmSCO-HOMO-inv-noH-ns64-d48-l3-vector_masked-node,216,0.04290536953512619,0.02681499204580711,0.022728845814096815,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_5_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,,,48,
dqx6utyo,cv10-tmSCO-HOMO-inv-noH-ns64-d48-l3-vector_masked-node,261,0.04172573497071092,0.024346134255498097,0.02413256852114196,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_3_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,,,48,
n3w8gme8,cv10-tmSCO-HOMO-inv-noH-ns64-d48-l3-vector_masked-node,334,0.040720184254021505,0.02605887916988151,0.022198621656706663,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_2_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,,,48,
pf3yv5ik,cv10-tmSCO-Dispersion_E-inv-noH-ns48-d64-l3-vector_masked-node,512,0.01561647977172845,0.009549227810463348,0.010026007110459464,0.001,48,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_9_test_indices.npy,node,0.05,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,Dispersion_E,,,64,
gio32rql,cv10-tmSCO-Dispersion_E-inv-noH-ns48-d64-l3-vector_masked-node,512,0.018947569450030184,0.011578606736980333,0.008739664160338965,0.001,48,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_8_test_indices.npy,node,0.05,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,Dispersion_E,,,64,
f378pxae,cv10-tmSCO-Dispersion_E-inv-noH-ns48-d64-l3-vector_masked-node,276,0.024592574199605845,0.01352324862692464,0.011109043481480686,0.001,48,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_7_test_indices.npy,node,0.05,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,Dispersion_E,,,64,
60r1m5kv,cv10-tmSCO-Dispersion_E-inv-noH-ns48-d64-l3-vector_masked-node,512,0.01813553803347305,0.01040712029734963,0.00927683642554406,0.001,48,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_6_test_indices.npy,node,0.05,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,Dispersion_E,,,64,
bkecf4ef,cv10-tmSCO-Dispersion_E-inv-noH-ns48-d64-l3-vector_masked-node,397,0.020033839918632453,0.011991382129436734,0.010364236848545868,0.001,48,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_5_test_indices.npy,node,0.05,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,Dispersion_E,,,64,
eilkwnm5,cv10-tmSCO-Dispersion_E-inv-noH-ns48-d64-l3-vector_masked-node,462,0.026291659606626376,0.012994622424568477,0.00966415198084925,0.001,48,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_4_test_indices.npy,node,0.05,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,Dispersion_E,,,64,
fkcr20rq,cv10-tmSCO-Dispersion_E-inv-noH-ns48-d64-l3-vector_masked-node,272,0.01900952444673896,0.01232534191463526,0.010971405641764149,0.001,48,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_3_test_indices.npy,node,0.05,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,Dispersion_E,,,64,
t91tcwrg,cv10-tmSCO-Dispersion_E-inv-noH-ns48-d64-l3-vector_masked-node,442,0.019203470609338778,0.011274162919345618,0.010264055993620468,0.001,48,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_2_test_indices.npy,node,0.05,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,Dispersion_E,,,64,
1uyww8gb,cv10-tmSCO-Dispersion_E-inv-noH-ns48-d64-l3-vector_masked-node,512,0.012396703449544903,0.008511014479479648,0.009994952915869932,0.001,48,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_1_test_indices.npy,node,0.05,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,Dispersion_E,,,64,
vuvsoxzj,cv10-tmSCO-Dispersion_E-inv-noH-ns48-d64-l3-vector_masked-node,502,0.012551097330667702,0.007563718049230258,0.009219797527837224,0.001,48,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_0_test_indices.npy,node,0.05,True,vector_masked,0.798,torchchem_v1,1e-05,10,3,Dispersion_E,,,64,
yi3lvku1,cv10-tmSCO-dipole_moment_Debye-inv-noH-ns64-d32-l3-vector_masked-node,311,3.5131889966349337,2.446405214009377,1.9152335623447536,0.001,64,0,True,,123,10.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_8_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,,,32,
whev0v55,cv10-tmSCO-Dispersion_E-inv-noH-ns32-d16-l3-vector-node,414,0.004017635547364278,0.0028762758993340063,0.003055761475336307,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_5_test_indices.npy,node,0.0,True,vector,0.8,torchchem_v1,1e-05,25,3,Dispersion_E,,,16,
ta2lzd6a,cv10-tmSCO-Dispersion_E-inv-noH-ns32-d16-l3-vector-node,345,0.00780570082825649,0.003952800837239149,0.0028281075992008017,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_4_test_indices.npy,node,0.0,True,vector,0.8,torchchem_v1,1e-05,25,3,Dispersion_E,,,16,
fcsbctb8,cv10-tmSCO-dipole_moment_Debye-inv-noH-ns64-d32-l3-vector_masked-node,335,3.679730787254719,2.636791513689221,2.2796065524999407,0.001,64,0,True,,123,10.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_7_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,,,32,
ztl3de2a,cv10-tmSCO-gap-inv-noH-ns64-d64-l3-vector_masked-both,281,0.021914845436350524,0.014067169632746226,0.013787689502431146,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_9_test_indices.npy,both,0.05,True,vector_masked,0.8,torchchem_v1,0.0,50,3,gap,,,64,
wdi47zqx,cv10-tmSCO-dipole_moment_Debye-inv-noH-ns64-d32-l3-vector_masked-node,295,3.202143061098312,2.2615122181540133,1.9366830702237912,0.001,64,0,True,,123,10.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_9_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,,,32,
rh28c02n,cv10-tmSCO-Dispersion_E-inv-noH-ns32-d16-l3-vector-node,503,0.005855098897146406,0.003745774546508665,0.0027294240363848906,0.001,32,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_0_test_indices.npy,node,0.0,True,vector,0.798,torchchem_v1,1e-05,25,3,Dispersion_E,,,16,
mx57lnq0,cv10-tmSCO-gap-inv-noH-ns64-d64-l3-vector_masked-both,303,0.03305094363712436,0.022220862062355413,0.010729727538439916,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_8_test_indices.npy,both,0.05,True,vector_masked,0.8,torchchem_v1,0.0,50,3,gap,,,64,
jqxpgybp,cv10-tmSCO-HOMO-inv-noH-ns64-d48-l3-vector_masked-node,512,0.04065191668170554,0.02491572754955779,0.024623625007443077,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_1_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,HOMO,,,48,
9ea9gj1j,cv10-tmSCO-HOMO-inv-noH-ns64-d48-l3-vector_masked-node,261,0.05016659638755067,0.031431413279572086,0.02296494038176151,0.001,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_0_test_indices.npy,node,0.1,True,vector_masked,0.798,torchchem_v1,1e-05,50,3,HOMO,,,48,
ydchtzdk,cv10-tmSCO-dipole_moment_Debye-inv-noH-ns64-d32-l3-vector_masked-node,327,3.1403914390382615,2.121403807826579,2.2486864718214137,0.001,64,0,True,,123,10.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_1_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,,,32,
vdqlimgq,cv10-tmSCO-gap-inv-noH-ns64-d32-l3-vector-both,391,0.018661009303032806,0.01397726234768992,0.010089628352356432,0.0005,64,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_4_test_indices.npy,both,0.05,True,vector,0.8,torchchem_v1,1e-05,50,3,gap,,,32,
ut597pzn,cv10-tmSCO-dipole_moment_Debye-inv-noH-ns64-d32-l3-vector_masked-node,336,3.2468439508143017,1.92721821655291,1.9815712844610007,0.001,64,0,True,,123,10.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_2_test_indices.npy,node,0.1,True,vector_masked,0.8,torchchem_v1,1e-05,10,3,dipole_moment_Debye,,,32,
s9exfmeu,cv10-tmSCO-gap-inv-noH-ns64-d32-l3-vector-both,217,0.03029104071387945,0.02133174205921834,0.011435251235421311,0.0005,64,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_8_test_indices.npy,both,0.05,True,vector,0.8,torchchem_v1,1e-05,50,3,gap,,,32,
phny5h0t,cv10-tmSCO-gap-inv-noH-ns64-d32-l3-vector-both,442,0.02087703894518212,0.014017609759749156,0.012706727024898275,0.0005,64,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_9_test_indices.npy,both,0.05,True,vector,0.8,torchchem_v1,1e-05,50,3,gap,,,32,
ofxvnic4,cv10-tmSCO-gap-inv-noH-ns64-d32-l3-vector-both,356,0.017667680703801418,0.013563226040816626,0.011555882784962676,0.0005,64,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_5_test_indices.npy,both,0.05,True,vector,0.8,torchchem_v1,1e-05,50,3,gap,,,32,
1ths3orl,cv10-tmSCO-dipole_moment_Debye-inv-noH-ns64-d16-l2-energy-both,512,3.0031379819099535,2.196145594569918,2.048500678156046,0.001,64,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_7_test_indices.npy,both,0.1,True,energy,0.8,torchchem_v1,1e-05,50,2,dipole_moment_Debye,,,16,
zmhs71dz,cv10-tmSCO-gap-inv-noH-ns64-d64-l3-vector_masked-both,243,0.02859127258197574,0.017890707558844327,0.011936504638125726,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_0_test_indices.npy,both,0.05,True,vector_masked,0.798,torchchem_v1,0.0,50,3,gap,,,64,
q1ffcana,cv10-tmSCO-gap-inv-noH-ns64-d32-l3-vector-both,315,0.02605591741812223,0.014551733637927932,0.01350062346036671,0.0005,64,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_3_test_indices.npy,both,0.05,True,vector,0.8,torchchem_v1,1e-05,50,3,gap,,,32,
gtgy65ds,cv10-tmSCO-gap-inv-noH-ns64-d32-l3-vector-both,397,0.021917761740450244,0.013862285797277376,0.013438357352466956,0.0005,64,0,True,,123,5.0,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_2_test_indices.npy,both,0.05,True,vector,0.8,torchchem_v1,1e-05,50,3,gap,,,32,
exfqghf5,cv10-tmSCO-gap-inv-noH-ns64-d64-l3-vector_masked-both,218,0.01923524204069928,0.012565203414508482,0.012412883021358626,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_4_test_indices.npy,both,0.05,True,vector_masked,0.8,torchchem_v1,0.0,50,3,gap,,,64,
datwolvf,cv10-tmSCO-gap-inv-noH-ns64-d64-l3-vector_masked-both,287,0.02210481812617286,0.015018585568135446,0.01289765065628422,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_5_test_indices.npy,both,0.05,True,vector_masked,0.8,torchchem_v1,0.0,50,3,gap,,,64,
6ihpptn0,cv10-tmSCO-gap-inv-noH-ns64-d64-l3-vector_masked-both,316,0.028427148753702575,0.016305562513768444,0.011997571080830258,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_1_test_indices.npy,both,0.05,True,vector_masked,0.8,torchchem_v1,0.0,50,3,gap,,,64,
45zm3q7p,cv10-tmSCO-gap-inv-noH-ns64-d64-l3-vector_masked-both,307,0.02316098994607723,0.013714025391994535,0.014245143293687514,0.0005,64,0,True,,123,2.5,data/kulik/dataloader_kulik.py:tmSCO,torchchem_v1,xtb,test:data/kulik/tmSCO-splits/tmSCO_2_test_indices.npy,both,0.05,True,vector_masked,0.8,torchchem_v1,0.0,50,3,gap,,,64,
